"bat_id","team_id","bat_result","bat_date"
"606","80","2","2024-03-11 22:53:15"
"607","80","4","2024-03-11 22:53:28"
"608","64","2","2024-03-11 23:37:19"
"609","89","3","2024-03-11 23:56:29"
"610","92","4","2024-03-12 06:45:26"
"611","68","4","2024-03-12 07:10:16"
"612","68","2","2024-03-12 08:20:19"
"613","71","0","2024-03-12 08:39:52"
"614","72","4","2024-03-12 08:46:13"
"615","72","2","2024-03-12 08:46:17"
"616","72","4","2024-03-12 08:46:20"
"617","77","3","2024-03-12 08:47:27"
"618","73","2","2024-03-12 09:07:47"
"619","73","3","2024-03-12 09:07:54"
"620","73","1","2024-03-12 09:08:02"
"621","73","4","2024-03-12 09:08:08"
"622","73","0","2024-03-12 09:08:18"
"623","70","3","2024-03-12 09:33:26"
"624","75","1","2024-03-12 09:34:49"
"625","89","4","2024-03-12 10:48:53"
"626","68","2","2024-03-12 12:22:08"
"627","72","4","2024-03-12 12:31:50"
"628","64","4","2024-03-12 13:46:23"
"629","82","1","2024-03-12 13:47:55"
"630","79","2","2024-03-12 14:09:29"
"631","79","4","2024-03-12 14:09:36"
"632","79","4","2024-03-12 14:09:50"
"633","69","0","2024-03-12 15:04:43"
"634","84","4","2024-03-12 15:57:40"
"635","89","3","2024-03-12 16:53:08"
"636","68","2","2024-03-12 17:06:04"
"637","68","1","2024-03-12 18:06:12"
"638","81","0","2024-03-12 19:18:12"
"639","68","3","2024-03-13 07:37:59"
"640","75","4","2024-03-13 08:18:26"
"641","68","0","2024-03-13 08:46:19"
"642","72","4","2024-03-13 09:21:24"
"643","72","3","2024-03-13 09:21:29"
"644","72","2","2024-03-13 09:21:35"
"645","77","1","2024-03-13 10:38:23"
"646","77","0","2024-03-13 10:38:31"
"647","70","3","2024-03-13 11:04:18"
"648","68","0","2024-03-13 16:54:34"
"649","68","1","2024-03-13 18:03:29"
"650","89","3","2024-03-13 18:14:09"
"651","70","0","2024-03-13 19:08:26"
"652","70","2","2024-03-13 19:08:37"
"653","82","4","2024-03-13 19:39:25"
"654","81","4","2024-03-13 19:53:43"
"655","64","3","2024-03-14 02:38:31"
"656","68","4","2024-03-14 06:45:58"
"657","68","0","2024-03-14 07:40:45"
"658","72","4","2024-03-14 08:40:21"
"659","72","0","2024-03-14 08:40:28"
"660","68","1","2024-03-14 08:45:33"
"661","86","3","2024-03-14 09:16:20"
"662","86","3","2024-03-14 09:16:30"
"663","77","3","2024-03-14 09:27:57"
"664","90","1","2024-03-14 09:37:00"
"665","90","0","2024-03-14 09:37:11"
"666","70","1","2024-03-14 09:56:45"
"667","84","1","2024-03-14 09:57:07"
"668","84","2","2024-03-14 09:57:28"
"669","84","2","2024-03-14 09:57:38"
"670","89","4","2024-03-14 09:57:39"
"671","94","2","2024-03-14 10:03:00"
"672","94","4","2024-03-14 10:03:12"
"673","94","4","2024-03-14 10:03:22"
"674","94","4","2024-03-14 10:03:30"
"675","94","3","2024-03-14 10:03:49"
"676","94","3","2024-03-14 10:03:56"
"677","94","4","2024-03-14 10:04:02"
"678","94","2","2024-03-14 10:04:09"
"679","89","4","2024-03-14 10:50:34"
"680","72","2","2024-03-14 13:01:12"
"681","73","2","2024-03-14 14:03:30"
"682","73","0","2024-03-14 14:04:50"
"683","69","3","2024-03-14 15:11:53"
"684","79","0","2024-03-14 15:13:36"
"685","79","0","2024-03-14 15:13:46"
"686","77","2","2024-03-14 15:19:27"
"687","68","2","2024-03-14 16:35:23"
"688","68","0","2024-03-14 17:35:03"
"689","90","2","2024-03-14 18:53:12"
"690","90","1","2024-03-14 20:21:19"
"691","81","0","2024-03-14 21:23:29"
"692","92","1","2024-03-14 21:39:22"
"693","92","1","2024-03-14 21:57:41"
"694","84","1","2024-03-14 23:42:26"
"695","84","4","2024-03-14 23:42:35"
"696","84","4","2024-03-14 23:42:43"
"697","92","3","2024-03-15 06:45:30"
"698","68","2","2024-03-15 07:42:29"
"699","68","1","2024-03-15 08:46:45"
"700","89","4","2024-03-15 11:59:58"
"701","68","1","2024-03-15 12:23:47"
"702","66","3","2024-03-15 13:05:12"
"703","66","3","2024-03-15 13:05:42"
"704","66","1","2024-03-15 13:06:02"
"705","66","0","2024-03-15 13:06:23"
"706","66","0","2024-03-15 13:06:38"
"707","66","4","2024-03-15 13:06:52"
"708","66","2","2024-03-15 13:07:08"
"709","66","4","2024-03-15 13:07:23"
"710","66","0","2024-03-15 13:07:38"
"711","66","0","2024-03-15 13:07:53"
"712","66","4","2024-03-15 13:08:06"
"713","66","1","2024-03-15 13:08:20"
"714","66","1","2024-03-15 13:08:32"
"715","66","3","2024-03-15 13:08:46"
"716","66","1","2024-03-15 13:09:03"
"717","66","0","2024-03-15 13:09:21"
"718","66","2","2024-03-15 13:09:32"
"719","66","0","2024-03-15 13:09:49"
"720","66","3","2024-03-15 13:10:01"
"721","66","4","2024-03-15 13:10:17"
"722","66","0","2024-03-15 13:10:42"
"723","66","0","2024-03-15 13:11:01"
"724","66","1","2024-03-15 13:11:15"
"725","66","4","2024-03-15 13:11:29"
"726","66","2","2024-03-15 13:11:46"
"727","66","1","2024-03-15 13:12:01"
"728","66","4","2024-03-15 13:12:19"
"729","68","0","2024-03-15 14:05:10"
"730","71","3","2024-03-15 14:25:27"
"731","68","3","2024-03-15 15:02:10"
"732","81","4","2024-03-15 15:40:28"
"733","84","4","2024-03-15 16:23:42"
"734","68","4","2024-03-15 16:40:19"
"735","72","4","2024-03-15 19:32:04"
"736","72","4","2024-03-15 19:32:12"
"737","72","4","2024-03-15 19:32:19"
"738","72","4","2024-03-15 19:32:26"
"739","72","4","2024-03-15 19:32:34"
"740","89","3","2024-03-15 20:21:16"
"741","68","0","2024-03-16 08:32:59"
"742","90","3","2024-03-16 10:12:02"
"743","89","2","2024-03-16 13:42:33"
